LoanID,Default,Amount
0,0,11820.54357862039
1,0,21478.52690965679
2,0,14666.641411263243
3,0,18627.06350808325
4,0,6472.0119288164315
5,0,20136.142233287836
6,0,4727.360911963975
7,0,18964.587445068584
8,0,12231.745335342712
9,0,14522.676048382498
10,0,19752.78817127481
11,0,15929.114365064455
12,0,18645.97767491139
13,0,20991.893504222022
14,0,16636.168150631634
15,0,12781.773168056785
16,0,10392.877002410849
17,0,13669.2226366921
18,0,5242.091809752248
19,0,19016.711180666938
20,0,20327.995345024607
21,0,10919.256094109516
22,0,16406.6679077881
23,0,6363.2290078319475
24,0,15591.019582673094
25,0,6973.06042072907
26,0,6878.946730132905
27,0,14840.233914068664
28,0,12819.355847769595
29,1,16794.45625999103
30,0,4070.8774401093524
31,1,15833.66560834512
32,0,17589.393697458236
33,0,12854.9253441138
34,0,6556.88281989112
35,0,21777.235314446814
36,0,16016.556171593218
37,1,13257.451265242047
38,0,14097.62466889636
39,0,14342.94686264015
40,0,17533.749680207467
41,0,13000.14401534382
42,0,10390.164488800103
43,0,22251.136796173618
44,0,20299.651074352947
45,1,13742.93900947432
46,0,4706.5563154854535
47,0,14418.078929216723
48,0,19823.445990779917
49,0,10949.735688362513
50,0,18676.51768038903
51,0,10233.726831602706
52,0,13916.277918149954
53,1,19570.791574262996
54,0,12869.838866917566
55,0,12881.030217692933
56,0,18438.287467912356
57,0,11339.624133267904
58,0,14531.999064362608
59,0,16471.413849494715
60,0,12354.980904309396
61,0,25199.935539127568
62,0,13881.575278397684
63,1,5752.873719879088
64,0,15251.03365008556
65,1,19475.55569968489
66,0,16297.38239025639
67,0,7628.840960387899
68,0,32041.328165670067
69,0,22767.796054255683
70,0,18930.172013181913
71,0,18048.72890346114
72,0,16247.801614957936
73,0,11439.4696001993
74,1,16332.048212770671
75,0,22447.805595716905
76,0,9090.960590149083
77,0,5300.8645336002155
78,1,16844.157827024934
79,0,9768.08207949498
80,1,10192.311349775202
81,1,11118.431912283342
82,1,12321.569563271116
83,0,7438.123349124479
84,0,14027.402527002778
85,0,-202.23278604751613
86,0,17342.36975717569
87,1,18491.715554149992
88,0,11927.760477893724
89,0,14924.338211223374
90,0,16941.062868360357
91,0,23543.458102121665
92,0,13286.917811924792
93,0,18772.55733305878
94,0,14804.120622995368
95,0,8993.709784411003
96,0,15440.773419297759
97,0,14738.874289110672
98,0,15846.413402303593
99,0,18714.430937670666
100,1,21333.94678856784
101,1,11872.518538601167
102,0,21821.6755347012
103,0,14104.467400903632
104,0,13818.34190781211
105,0,13762.485665697819
106,0,11607.386522204426
107,0,21417.061383105498
108,0,5965.9328377220645
109,0,16870.135802547782
110,0,7453.502982545178
111,0,18992.77269204792
112,0,13034.25808588255
113,0,19730.609959798872
114,0,13275.899876340589
115,0,8911.509872838691
116,0,16924.2490529883
117,1,14564.920180553694
118,0,10812.29395062599
119,0,6411.646400675019
120,0,22096.06678431194
121,0,12627.156293508728
122,0,15171.138130780671
123,0,4726.619775878276
124,0,15689.361249207666
125,0,14581.136230739137
126,0,15136.805858474441
127,0,19410.79835194588
128,0,15699.475384914727
129,0,19871.49783571904
130,0,11754.401653726927
131,0,7412.327072384725
132,0,18470.479175041954
133,0,16329.302317707241
134,0,14128.397033476771
135,0,16147.498300123667
136,0,13985.078932239772
137,0,17558.538404789946
138,1,18438.46103925312
139,0,19012.7994702379
140,0,19364.317947798958
141,0,21101.70757721609
142,0,17273.01466431998
143,0,14950.345611623441
144,0,18792.55139756001
145,0,12142.022787844935
146,0,15965.747984164629
147,0,9610.091248848927
148,1,9505.462517669861
149,0,5637.815263953777
150,0,14320.359634612014
151,0,15076.243842227092
152,0,18621.832726503057
153,0,9732.077879140066
154,0,12923.571093363555
155,0,17136.97418921946
156,0,8040.221112619241
157,0,14366.855662644492
158,0,26142.517455018115
159,0,20279.282998050207
160,0,17112.70679458644
161,0,11339.840119526541
162,0,17476.141465201614
163,0,17623.274709215017
164,0,20131.604086343887
165,0,15204.288862630148
166,0,10301.220593757093
167,0,18537.97909560367
168,0,13091.777924703645
169,0,9854.498187154311
170,1,-511.73499627885576
171,1,12720.130479153237
172,0,12982.240775596774
173,0,17741.69319184279
174,0,17944.08974509001
175,0,18034.292194346865
176,0,19257.564568563725
177,0,14141.058752639146
178,0,15127.542815246643
179,0,11879.645139859624
180,0,12469.851359836064
181,0,10902.853725242123
182,0,15247.78441994872
183,0,12654.979389211388
184,1,11679.187190047895
185,0,14063.970352184679
186,1,13366.708127379035
187,0,10372.642673075354
188,0,8713.802581766973
189,0,2586.943614574184
190,1,13489.13013591769
191,0,12359.735483830595
192,0,6564.100225606671
193,0,5779.265643510571
194,0,20081.938269864608
195,1,13395.007269080734
196,0,25306.589212833125
197,0,8168.756948904555
198,1,15442.93199361915
199,0,16852.86773973554
200,0,12508.834067591244
201,0,21718.83924792507
202,0,14889.092970280713
203,0,21764.543129394056
204,0,11473.461385364692
205,0,13243.452148772732
206,1,14527.750552303198
207,0,19617.232713208276
208,0,16091.200552544382
209,0,13407.707196129697
210,0,20188.172435379718
211,0,16163.115695030598
212,0,19711.852673723075
213,0,19632.337159218667
214,1,12018.337056892957
215,0,9220.425441950101
216,0,19053.48279338156
217,0,12133.783674297814
218,0,15300.278351871379
219,0,17265.10848696768
220,0,21506.71669651982
221,0,12705.984442878696
222,0,7331.640212980883
223,0,11057.499985593224
224,0,16599.955467028514
225,1,22739.921353720463
226,0,18303.006051624317
227,1,16353.682462298731
228,0,17433.80348282472
229,0,14342.513460892955
230,0,17134.490321739486
231,0,14394.065741898215
232,0,16258.744979224595
233,0,18001.241570709746
234,0,18362.787040513555
235,0,9563.23683235114
236,0,14121.686398001386
237,0,12484.289812192012
238,0,13574.58017414714
239,0,15758.833546575015
240,0,14439.457227259298
241,0,12695.531029150323
242,0,21691.103777057015
243,0,6847.841440134339
244,0,12424.353196584492
245,0,14386.440754616502
246,0,15380.523421107468
247,0,22062.696190874998
248,0,12454.384499105032
249,0,16083.380593199232
250,1,19374.03607852095
251,0,16629.444910598344
252,0,15882.188876785398
253,0,7444.873042828311
254,0,15227.523248980075
255,0,18851.951555992186
256,0,17960.475047407544
257,0,14637.98212094176
258,0,10989.992382641689
259,0,12828.203356538594
260,1,8203.82980034286
261,0,13337.370485391997
262,0,14565.519391432374
263,0,9465.088622663461
264,0,8931.155298779644
265,0,10209.388647207112
266,0,11096.79938214282
267,1,5080.023317527235
268,0,9077.0100834774
269,0,12116.753638101618
270,0,13336.583766927524
271,0,10450.457538475417
272,0,10686.48013774887
273,0,13566.42976536085
274,0,20632.47178572652
275,0,12570.870835066795
276,0,13011.215337002597
277,0,15168.457913673454
278,0,6729.801543815549
279,0,18586.825168091116
280,0,17982.601066117906
281,0,4818.3532335414675
282,0,11921.119606813601
283,0,13065.9369827461
284,0,4378.99183863339
285,0,17020.77168823841
286,1,11607.028161651675
287,0,21644.552420650165
288,0,10624.13859413782
289,0,12684.938444203312
290,0,14726.211954254184
291,0,17027.66547517767
292,0,9209.75754332581
293,0,21080.36239407472
294,0,15828.158959146778
295,0,6814.682797964213
296,0,13444.286200982266
297,0,14580.86506458014
298,0,16932.386998882746
299,1,7442.960625388379
300,0,6805.2874125540075
301,1,12465.20724452774
302,0,14536.597906281779
303,0,9333.450197432843
304,0,15022.624526161675
305,0,18852.163477520193
306,0,14339.144600047503
307,1,10153.289849046148
308,0,17965.67594541281
309,0,13176.687936466933
310,0,12730.98666370916
311,0,23070.538751584707
312,0,9994.093890097483
313,0,21475.51980986161
314,0,17159.086332477327
315,0,17071.372605985653
316,0,13643.856633360843
317,0,17681.508345400245
318,0,16885.730420225915
319,0,13713.984917161368
320,0,12170.76834679204
321,0,18950.16046852346
322,0,21795.500912916545
323,0,18318.70002688045
324,0,11904.623253372802
325,0,12308.804005050195
326,0,19233.21183502483
327,0,17432.106021776184
328,0,9341.27894961071
329,0,18943.523354286222
330,0,17178.53422497363
331,0,11791.767903202863
332,0,18927.635824722704
333,0,13845.734801348319
334,0,12855.443651138343
335,0,10488.088959347397
336,0,19134.620217036227
337,0,16971.995060878333
338,0,22238.43330492372
339,0,8502.608172116408
340,0,15635.861044204914
341,0,12734.493981288077
342,0,24028.332806544364
343,0,6854.002014009051
344,0,13484.682146921028
345,0,7085.181455887893
346,0,20370.29900245428
347,0,10304.718083391497
348,0,6034.195446120008
349,0,12520.218598249929
350,0,18649.59743859622
351,0,22087.077301463905
352,0,10324.633475696675
353,0,15176.457125047582
354,0,18416.489302797872
355,0,23730.16664787022
356,1,24214.00625220906
357,1,8502.856661703478
358,0,23436.7078786289
359,0,10444.910146851409
360,0,16310.130492263454
361,0,19341.0560043663
362,0,9612.976548137744
363,1,16324.542868041928
364,0,20312.98528619415
365,0,9628.681737196417
366,0,11981.907613159023
367,0,14582.6752990986
368,0,13452.334856787655
369,0,16076.698307235345
370,0,13487.260140788243
371,0,12248.074102990724
372,0,15563.526980122318
373,0,10570.649691429171
374,0,9308.138522543915
375,0,13267.952147622424
376,0,15175.411667292952
377,0,13892.65573736924
378,0,3876.6516783883144
379,1,19734.05814585814
380,0,18568.607773643736
381,0,8984.11221558979
382,1,8838.055104906694
383,0,13440.280961454067
384,0,20005.925224358823
385,0,1904.3187543510267
386,0,14841.105004928835
387,0,18363.29385107162
388,0,30623.741943162386
389,0,12508.339196579916
390,0,10150.699216553858
391,0,17858.5577417563
392,0,20195.7435655086
393,0,14868.231457397833
394,0,15391.286689184008
395,0,7626.074629430835
396,0,7904.649992428824
397,0,16008.809827234962
398,0,16714.796445307
399,0,17478.599905288855
400,0,8568.717072556428
401,0,13097.226864988823
402,0,10423.791629675512
403,1,14391.897250718433
404,0,6640.364578190332
405,0,20147.957133008495
406,0,14762.2820822221
407,1,13550.98842154967
408,0,19680.842506667483
409,1,21808.16987003395
410,0,19535.873453076434
411,0,23343.387108982242
412,0,17358.870089628806
413,0,23891.160088088807
414,0,13214.757621698576
415,0,2308.351019750213
416,1,23912.070574931568
417,0,13007.75080170351
418,0,11192.60204644115
419,0,20366.80662289943
420,0,15859.197851196233
421,0,22401.07250523675
422,0,14583.563896970927
423,0,10311.450453755955
424,0,21738.583126334444
425,0,20955.80577019588
426,0,14305.482396159498
427,0,12734.906193259736
428,0,13658.89625337395
429,0,5711.632284986659
430,0,10510.617561405437
431,0,14430.47249375211
432,0,15333.23954077899
433,0,15296.34020496682
434,0,16971.19906529157
435,0,2655.102830750895
436,0,10681.009283488263
437,0,10172.461624583182
438,1,13299.469944225924
439,0,16682.161524249215
440,0,17103.688851717143
441,0,16601.39108320675
442,1,18810.05297214681
443,0,13456.246452965433
444,0,13171.829959929377
445,0,25334.15859992274
446,0,9878.63122989748
447,0,16686.475072773057
448,0,17086.551453298223
449,0,6295.903073204152
450,0,16476.824169748328
451,0,6418.985946858509
452,0,18627.35051082832
453,0,12095.668241396004
454,1,14099.131169849188
455,0,12393.907454435055
456,0,14341.549965426668
457,0,13753.494827966137
458,0,14482.539994678487
459,0,9997.230225737396
460,0,16067.458563697917
461,0,11574.370280452427
462,0,20330.037193672993
463,0,18695.968657962527
464,1,13056.074484355473
465,0,23173.000757524278
466,0,19149.004573063994
467,1,20399.451805662484
468,0,8984.327525948323
469,0,22194.16351104065
470,0,12748.463204471223
471,0,22599.908081335096
472,0,6223.232457586459
473,0,9643.19051348696
474,0,13088.943271605485
475,0,15280.947844785258
476,0,22537.958060042867
477,0,29365.940716021705
478,0,8847.086305393716
479,0,9196.090398401666
480,1,26388.65255557578
481,1,12638.10319869628
482,0,13646.051325973394
483,0,17948.94051354379
484,0,12391.827344917863
485,0,7050.016884160594
486,0,18544.222019825458
487,0,19494.922282218748
488,1,18311.227984865185
489,1,18438.460181992676
490,0,18778.061669113395
491,0,20741.807883809262
492,0,10918.501328200005
493,1,8404.519408124968
494,0,16859.653048352993
495,0,22971.097280975686
496,0,18208.02581156264
497,0,17607.992320797926
498,1,5219.000139370219
499,0,25440.85435879576
500,0,23115.141945269705
501,0,19351.527820698477
502,0,16205.743977913646
503,0,9438.635224616137
504,0,7320.957759998685
505,0,17809.206266923502
506,0,13450.554826510226
507,0,15078.076646246995
508,0,18913.59177516132
509,0,18642.67476793189
510,0,20360.008360457752
511,0,14650.147777244594
512,0,-1172.748734090621
513,0,13218.363992945826
514,0,15895.614364725925
515,0,5703.960928004386
516,0,5313.105817029731
517,0,18325.750197482565
518,0,18199.459343960458
519,0,16221.619876840552
520,1,16253.454833660066
521,0,16709.671012186715
522,0,15568.832184433073
523,0,14538.224563474349
524,0,17490.234738848725
525,0,17150.395796202894
526,0,18306.930341041374
527,0,14596.7794989201
528,0,18885.67187162534
